This is a tab delimited file. If you are seeing this in your web browser, you 
probably want to use the "Save target as..." right-click option, or the 
"Download link to disk..." option on macintosh browsers. (Mac users, hold down 
the mouse button over the link until the pop-up menu appears.)
This text file contains the red:green ratios 
from hybridizations done with arrays containing all the elements 
of the yeast genome.  The "i" preceding the element indicates 
that the spot of DNA corresponds to an intergenic segment of DNA 
to the right of the indicated element.  Blanks indicate that the 
spot on the array corresponding to that element did not contain 
usable data.


NAME	FX6	FX4
iYBR185C	0.78	0.81
iYBR186W	0.67	0.78
iYBR187W	0.43	0.58
iYBR188C	0.93	0.77
iYBR189W	1.1	1.05
iYBR191W	0.89	0.73
iYBR192W	0.67	0.62
iYBR193C	0.75	0.65
iYBR194W	0.59	0.63
iYBR195C	1.02	0.76
iYBR196C	0.83	0.8
iYBR197C	0.77	0.7
iYBR198C	0.75	0.93
iYBR199W	0.89	0.79
iYBR200W	1.01	1.08
iYBR201W-0	1.41	1.44
iYBR201W-1	1.03	1.14
iYBR202W	1.21	0.94
iYBR203W	1.73	2.28
iYBR204C	1.15	1.29
iYBR206W	1.05	1.44
iYBR207W	1.18	1.04
iYBR208C	1.15	0.73
iYBR209W	1.22	1.29
iYBR210W	0.97	0.93
iYBR211C	1.13	0.95
iYBR212W	1.02	1.03
iYBR213W	1.95	1.68
iYBR214W	1.19	0.98
iYBR215W	1.01	0.86
iYBR216C	0.8	0.77
iYBR217W	0.97	0.8
iYBR218C	1.74	1.65
iYBR220C	1.12	0.94
iYBR221C	0.79	0.88
iYBR222C	1.36	1.07
iYBR227C	0.69	0.72
iYBR228W	0.84	0.77
iYBR229C	1.6	1.26
iYBR230C	2.17	2.27
iYBR231C	1.48	1.2
iYBR233W	0.97	0.79
iYBR234C	1.15	0.75
iYBR235W	0.64	0.67
iYBR236C	1.02	0.71
iYBR237W	0.94	0.87
iYBR238C	1.03	0.86
iYBR239C	0.83	0.91
iYBR240C	1.08	1.06
iYBR241C	1.1	1.27
iYBR242W	0.79	0.91
iYBR243C	0.75	0.76
iYBR244W	0.72	0.79
iYBR246W	0.69	0.64
iYBR247C	0.83	0.74
iYBR248C	1	0.81
iYBR249C	1.17	0.87
iYBR250W	0.81	0.94
iYBR251W	0.99	1.14
iYBR252W	0.71	0.88
iYBR253W	0.95	1.09
iYBR254C	0.75	0.86
iYBR255W	0.93	1.07
iYBR256C	0.98	1.02
iYBR258C	0.93	1.15
iYBR259W	0.87	0.98
iYBR260C	1.27	1.26
iYBR261C	1.31	1.44
iYBR264C	1.15	1.21
iYBR265W	0.83	0.99
iYBR267W	1.41	1.63
iYBR268W	0.89	0.99
iYBR269C	1.02	1.18
iYBR270C	0.81	1
iYBR271W	1.01	1.07
iYBR272C	0.66	0.84
iYBR273C	0.94	1.1
iYBR274W	0.59	0.75
iYBR275C	0.91	1.05
iYBR276C	0.5	0.65
iYBR278W	0.81	0.88
iYBR279W	0.58	0.53
iYBR280C	0.73	0.84
iYBR281C	0.83	0.57
iYBR282W	1.01	0.94
iYBR283C	0.61	0.59
iYBR284W	0.78	0.91
iYBR285W	0.66	0.7
iYBR286W	0.74	0.83
iYBR287W	0.53	0.65
iYBR288C	0.82	0.77
iYBR289W	0.42	0.55
iYBR290W	0.61	0.73
iYBR291C	0.49	0.58
iYBR292C-0	0.86	0.75
iYBR292C-1	0.63	0.66
iYBR293W	0.82	0.87
iYBR294W	1.1	0.85
iYBR295W	0.67	0.71
iYBR296C-0	0.94	0.73
iYBR296C-1	0.85	0.8
iYBR297W	0.81	0.65
iYBR298C	0.93	0.74
iYBR299W	0.73	0.6
iYBR301W	0.87	0.84
iYBRCdelta11	1.09	1.2
iYBRCdelta14	1.04	1.08
iYBRCdelta18	1.52	1.41
iYBRCdelta19	1.24	1.06
iYBRWdelta16	0.97	0.85
iYBRWdelta17	0.54	0.9
iYCL001W	1.01	1.23
iYCL001W-A	0.69	0.64
iYCL002C	0.73	0.82
iYCL004W	0.63	0.51
iYCL005W	0.77	0.76
iYCL007C	0.6	0.54
iYCL008C	0.81	1
iYCL009C	1.06	1.04
iYCL010C	1.4	1.44
iYCL011C	1.87	1.38
iYCL012W	0.83	0.72
iYCL014W	0.84	0.82
iYCL016C	0.62	0.55
iYCL017C	0.68	0.8
iYCL018W	0.66	0.46
iYCL022C	0.92	0.84
iYCL025C	1.85	1.34
iYCL026C-A	1.29	
iYCL027W	1.05	1.02
iYCL028W	1	
iYCL029C	0.87	0.95
iYCL030C	2.1	2.64
iYCL031C	0.78	1.05
iYCL032W	1.05	1.12
iYCL033C	1.17	1.26
iYCL035C	1.89	1.5
iYCL036W	0.88	0.85
iYCL037C	1.32	1.61
iYCL038C	0.85	0.87
iYCL040W	1.03	1.11
iYCL044C	0.58	0.6
iYCL046W	0.7	0.65
iYCL047C	0.67	0.65
iYCL048W	0.92	0.9
iYCL049C	1.1	0.98
iYCL050C	1.38	0.9
iYCL051W	0.74	0.71
iYCL052C	0.87	0.93
iYCL054W	0.81	0.83
iYCL055W-0	0.86	0.84
iYCL055W-1	0.83	1.05
iYCL056C	0.89	1
iYCL058C	1.25	0.83
iYCL059C	0.84	1
iYCL061C	0.72	0.68
iYCL063W	0.9	0.98
iYCL064C		0.88
iYCL065W-0	0.99	1.04
iYCL065W-1	1.06	1.03
iYCL067C	0.96	1.2
iYCL068C	0.72	0.9
iYCL069W	0.95	1.04
iYCL073C	1.12	1.22
iYCL074W	1.12	1.13
iYCL075W	0.83	0.91
iYCLCdelta1	1.05	0.91
iYCLWdelta5	0.87	0.79
iYCLWomega2-0	1.09	1.04
iYCLWomega2-1	1.08	1.14
iYCR001W	0.69	0.62
iYCR002C	1.07	0.78
iYCR003W	0.79	0.6
iYCR004C	1.07	0.72
iYCR005C	0.92	0.75
iYCR006C	1.52	1.11
iYCR007C	0.87	0.66
iYCR008W	0.91	0.71
iYCR009C	0.87	0.63
iYCR010C		1.01
iYCR011C	0.46	0.37
iYCR013C	0.61	0.83
iYCR014C	0.56	0.44
iYCR015C	0.61	0.85
iYCR016W	0.55	0.57
iYCR017C	0.98	0.77
iYCR018C	0.8	1.22
iYCR018C-A	1.05	1.12
iYCR019W	1.02	0.94
iYCR020C	0.9	1.07
iYCR020C-A	1.12	1.08
iYCR020W-B	0.82	1.12
iYCR021C	1.21	1.07
iYCR022C	0.67	0.93
iYCR023C	0.84	0.86
iYCR024C	1.03	1.15
iYCR024C-A	1.25	1.17
iYCR025C	1.21	1.42
iYCR026C	0.98	0.89
iYCR027C	0.83	0.91
iYCR028C	1	0.91
iYCR028C-A	0.93	0.91
iYCR030C	0.89	0.81
iYCR031C	0.88	
iYCR032W	0.61	0.71
iYCR033W	0.88	0.76
iYCR034W	0.68	0.84
iYCR035C	0.74	0.75
iYCR036W	0.59	0.69
iYCR037C	0.69	0.72
iYCR038C	0.59	0.68
iYCR039C	0.71	0.91
iYCR042C	0.82	1.03
iYCR043C	0.96	0.88
iYCR044C	1.57	1.19
iYCR045C	2.19	1.96
iYCR046C	2.77	2.65
iYCR047C	2.08	1.5
iYCR050C	2.14	1.68
iYCR051W	1.32	1.29
iYCR052W	1.13	0.85
iYCR053W	0.77	0.78
iYCR054C	1.1	0.73
iYCR057C	1.51	1.29
iYCR059C	1.63	1.57
iYCR060W	2.14	2.25
iYCR062W	1.52	1.38
iYCR063W	1.35	1.54
iYCR065W	1.02	0.92
iYCR066W	0.81	1.01
iYCR067C	1.36	1.21
iYCR068W	0.77	1.01
iYCR069W	1.01	1.08
iYCR071C	0.98	1.1
iYCR072C	0.87	0.83
iYCR073C	1.19	1.48
iYCR073W-A	0.99	1.07
iYCR075C	1.1	1.31
iYCR076C	1.07	1.27
iYCR077C	1.37	1.48
iYCR079W	1.04	0.98
iYCR081W	1.08	1.14
iYCR082W	1.23	1.13
iYCR083W	0.87	0.98
iYCR084C	1.19	1.14
iYCR085W	0.7	0.94
iYCR087C-A	0.97	0.81
iYCR088W	0.64	0.81
iYCR090C-0	0.86	0.74
iYCR090C-1	0.73	0.68
iYCR091W	0.81	0.65
iYCR092C	0.58	0.67
iYCR093W	0.91	0.77
iYCR094W	0.68	0.77
iYCR095C-0	1.01	0.87
iYCR095C-1	1.11	0.85
iYCR096C	0.89	0.82
iYCR097W	0.9	0.95
iYCR098C-0	0.53	0.6
iYCR098C-1	0.7	0.66
iYCR100C	0.67	0.76
iYCR101C	0.98	0.79
iYCR102C	1.19	1.14
iYCR102W-A	0.97	0.87
iYCR103C	0.87	0.91
iYCR104W	1.02	0.85
iYCR105W	0.81	0.81
iYCR106W	0.76	0.7
iYCRCdelta14	0.91	0.77
iYCRCdelta6-0	0.87	0.78
iYCRCdelta6-A	0.69	0.48
iYCRCdelta6-B	1.06	0.85
iYCRCdelta7	0.75	0.5
iYCRCtau1	0.9	1.03
iYCRWdelta11	0.8	0.83
iYCRWdelta12	0.77	0.92
iYCRWdelta13	1.11	0.68
iYCRWdelta8	0.98	0.98
iYCRWdelta9	0.99	1.02
iYCRWomega3	0.9	0.93
iYDL001W	0.63	0.84
iYDL002C	0.79	0.99
iYDL003W	0.52	0.68
iYDL004W	0.99	0.94
iYDL005C	0.6	0.69
iYDL006W	0.44	0.54
iYDL007W	0.56	0.47
iYDL008W	0.56	0.58
iYDL009C	0.57	0.67
iYDL012C	0.69	0.47
iYDL013W	0.5	0.48
iYDL014W	0.64	0.58
iYDL015C	1.25	1.23
iYDL016C	0.52	0.57
iYDL018C	0.97	0.86
iYDL019C	0.91	0.63
iYDL020C	0.83	0.74
iYDL021W	0.44	0.5
iYDL022W	0.98	0.98
iYDL024C	1.23	1.31
iYDL025C	0.59	0.55
iYDL026W	0.61	0.66
iYDL028C	0.47	0.49
iYDL029W	0.66	0.73
iYDL030W	0.38	0.52
iYDL031W	0.72	0.78
iYDL032W	0.44	0.58
iYDL034W	0.74	0.78
iYDL036C	0.55	0.69
iYDL037C-0	0.6	0.63
iYDL037C-1	0.83	0.99
iYDL038C	1.02	0.93
iYDL040C	0.45	0.58
iYDL041W	0.73	0.7
iYDL043C	0.44	0.59
iYDL044C	0.94	0.99
iYDL045C	0.5	0.77
iYDL045W-A	0.99	1.1
iYDL046W	0.69	0.83
iYDL047W	1.16	1.21
iYDL048C-0	1.46	1.63
iYDL048C-1	1.1	1.29
iYDL049C	0.61	0.78
iYDL050C	0.95	1.15
iYDL052C	0.52	0.74
iYDL053C	1.15	1.3
iYDL054C	0.61	0.95
iYDL055C-0	1.43	1.17
iYDL055C-1	0.93	0.86
iYDL056W	0.79	0.76
iYDL057W	0.9	0.82
iYDL058W	0.55	0.65
iYDL059C	0.99	0.84
iYDL060W	0.8	0.87
iYDL061C	1.05	0.7
iYDL062W	0.61	0.63
iYDL064W	0.76	0.73
iYDL065C	0.59	0.72
iYDL066W	0.68	0.69
iYDL067C	1.01	0.96
iYDL068W	0.72	0.84
iYDL070W	0.78	0.98
iYDL072C	0.95	1.17
iYDL073W	0.75	0.98
iYDL074C	0.93	0.87
iYDL075W	0.99	0.91
iYDL076C	1.07	1.05
iYDL077C	0.92	0.7
iYDL078C	1.12	0.91
iYDL079C	1.36	0.97
iYDL080C	1.32	1.16
iYDL081C	1.39	1.16
iYDL082W	1.41	1.24
iYDL083C	1.69	1.13
iYDL084W	1.05	0.98
iYDL085W	1.07	0.89
iYDL086W	1.89	1.58
iYDL087C	1.66	1.59
iYDL088C	1	1.02
iYDL089W	0.9	0.8
iYDL090C	0.95	0.89
iYDL091C	0.85	0.99
iYDL092W	1.07	1.1
iYDL093W	1.05	0.87
iYDL095W	0.72	1.02
iYDL097C	0.88	0.82
iYDL098C	0.81	1.13
iYDL099W	0.87	0.86
iYDL100C	0.82	1.04
iYDL101C	0.96	0.91
iYDL102W	0.91	1.16
iYDL103C	0.82	0.83
iYDL104C	0.87	1.05
iYDL106C	0.9	0.89
iYDL107W	0.58	0.74
iYDL108W	0.72	0.77
iYDL109C	0.76	0.84
iYDL110C	0.9	0.83
iYDL111C	0.94	0.93
iYDL112W	1.04	0.9
iYDL113C	0.62	0.77
iYDL114W	1.11	0.88
iYDL115C	0.89	0.92
iYDL116W	0.9	0.79
iYDL117W	0.6	0.68
iYDL118W	0.88	0.7
iYDL120W	0.57	0.66
iYDL121C	0.78	0.76
iYDL122W	0.5	0.71
iYDL123W	0.88	0.77
iYDL124W	0.6	0.76
iYDL125C	1.84	1.22
iYDL126C	0.97	1
iYDL127W	0.78	0.84
iYDL128W	1.03	0.88
iYDL129W	1.05	0.95
iYDL130W	1.05	1.19
iYDL130W-A	1.28	1.07
iYDL131W	1.01	1.05
iYDL132W	1.1	0.91
iYDL133C-A	1.12	0.87
iYDL133W	0.85	0.86
iYDL134C	0.96	0.9
iYDL135C	0.93	0.96
iYDL136W	0.75	0.83
iYDL137W	1.02	1.12
iYDL138W	1.01	0.9
iYDL139C	1.18	0.98
iYDL140C	1.26	0.88
iYDL141W	0.76	0.75
iYDL142C	0.92	0.99
iYDL143W	1.1	1.21
iYDL144C	1.22	1.58
iYDL145C	2.06	1.8
iYDL146W	0.71	0.91
iYDL147W	1.11	0.94
iYDL148C	0.72	0.96
iYDL149W	0.89	0.85
iYDL150W	0.81	0.89
iYDL152W	0.97	0.98
iYDL154W	0.73	0.97
iYDL155W	0.94	0.86
iYDL156W	0.86	0.79
iYDL157C	1.09	0.9
iYDL160C	0.99	0.85
iYDL161W	0.83	0.86
iYDL163W	0.67	0.76
iYDL165W	0.87	0.75
iYDL166C	0.62	0.69
iYDL167C	0.94	0.92
iYDL168W	0.66	0.55
iYDL169C	1.36	1.23
iYDL170W	0.83	0.76
iYDL171C	0.98	1.04
iYDL172C	0.68	0.64
iYDL174C	1.36	1.24
iYDL175C	0.74	0.72
iYDL176W	0.95	0.78
iYDL177C	0.67	0.7
iYDL178W	0.83	0.81
iYDL179W	0.71	0.73
iYDL180W	1.43	0.86
iYDL181W	1.22	1
iYDL182W	1.89	1.66
iYDL183C-0	1.76	1.28
iYDL183C-1	1.22	1.08
iYDL184C	0.86	0.77
iYDL185W	0.9	0.86
iYDL186W	0.62	0.68
iYDL188C	1.03	0.81
iYDL189W	0.74	0.65
iYDL190C	0.81	0.82
iYDL191W	0.6	0.64
iYDL192W	1.08	0.97
iYDL193W	0.75	0.78
iYDL194W	0.87	0.71
iYDL195W	0.55	0.63
iYDL196W	1.87	1.7
iYDL197C	1.08	1.16
iYDL198C	1.03	1.06
iYDL199C	0.75	0.91
iYDL200C	0.86	0.96
iYDL201W	0.61	0.76
iYDL202W	0.85	0.97
iYDL203C	0.62	0.78
iYDL204W	1.05	1
iYDL205C	0.98	0.96
iYDL206W	0.97	1.09
iYDL207W	0.63	0.79
iYDL208W	0.66	0.88
iYDL209C	0.68	0.63
iYDL210W	0.64	0.73
iYDL211C-0	0.86	0.7
iYDL211C-1	0.94	0.59
iYDL211C-2	0.99	0.85
iYDL212W	0.47	0.49
iYDL213C	0.55	0.67
iYDL214C	0.56	0.49
iYDL215C	0.56	0.74
iYDL216C	0.46	0.38
iYDL217C	0.9	0.81
iYDL218W	0.83	0.69
iYDL219W	1	0.89
iYDL220C	0.77	0.84
iYDL222C	1.86	1.73
iYDL223C	0.88	0.88
iYDL224C	0.9	0.77
iYDL225W	0.71	0.61
iYDL226C	0.79	0.8
iYDL227C-0	0.77	0.73
iYDL227C-1	1	0.93
iYDL227C-2	0.74	0.75
iYDL228C	0.84	0.9
iYDL230W	0.69	0.72
iYDL231C	0.78	0.71
iYDL232W	0.95	0.9
iYDL233W	1.04	1.2
iYDL234C	0.73	0.83
iYDL235C	0.92	0.81
iYDL236W	0.73	0.65
iYDL237W	0.77	0.84
iYDL238C	0.62	0.69
iYDL239C	0.85	0.84
iYDL240W	0.45	0.69
iYDL241W-0	0.83	1.02
iYDL241W-1	1.08	0.92
iYDL242W	1.05	1.09
iYDL243C	0.64	0.85
iYDL244W	0.95	1.01
iYDL245C-0	0.92	0.92
iYDL245C-1	0.74	0.86
iYDL246C-0	1.22	1.2
iYDL246C-1	0.59	0.73
iYDL247W	0.7	0.96
iYDL248W-0	0.79	1
iYDL248W-1	1.02	1.04
iYDLCdelta1-0	0.83	0.6
iYDLCdelta1-1	0.97	0.9
iYDLWtau1	0.57	0.64
iYDR001C	0.62	0.78
iYDR002W	0.85	0.96
iYDR003W	0.67	0.73
iYDR004W	0.88	1.03
iYDR005C	0.72	0.82
iYDR006C	0.84	1.18
iYDR008C	0.74	0.66
iYDR010C	1.03	1
iYDR011W	0.9	1.01
iYDR012W	0.92	1.13
iYDR013W	0.55	0.72
iYDR014W-0	1.12	1.07
iYDR014W-1	0.63	0.7
iYDR015C	1.06	0.79
iYDR016C	0.6	0.64
iYDR017C	1	0.9
iYDR018C	0.94	0.7
iYDR019C	0.89	0.89
iYDR020C	0.58	0.62
iYDR021W	0.72	0.82
iYDR022C	0.66	0.64
iYDR023W	0.69	0.55
iYDR025W	0.64	0.8
iYDR026C	0.56	0.62
iYDR027C	0.69	0.75
iYDR028C	0.47	0.54
iYDR029W	0.65	0.74
iYDR030C	0.6	0.62
iYDR031W	0.8	0.73
iYDR032C-0	0.97	0.67
iYDR032C-1	0.97	0.84
iYDR032C-2	0.81	0.67
iYDR033W	0.99	0.83
iYDR034C	0.93	0.67
iYDR034C-A	1.06	0.78
iYDR034W-B	0.7	0.72
iYDR035W	1.09	1
iYDR036C	1.56	1.78
iYDR037W	1.38	1.22
iYDR038C	1.01	1.14
iYDR039C	1.19	1.07
iYDR040C	1.33	1.35
iYDR041W	1.18	1.19
iYDR042C	1.24	1.15
iYDR043C-0	0.99	1.09
iYDR043C-1	1.07	1.16
iYDR043C-2	1.2	1.27
iYDR044W	1.48	1.25
iYDR045C	0.81	0.91
iYDR046C	1.22	1.25
iYDR047W	0.92	1.06
iYDR049W	1.13	0.9
iYDR050C	1.2	1.13
iYDR051C	1.26	1.41
iYDR053W	1.06	1.04
iYDR054C	0.98	0.93
iYDR055W	0.74	0.93
iYDR056C	0.89	0.83
iYDR057W	0.56	0.8
iYDR058C	0.81	1.04
iYDR059C	1.07	
iYDR060W	0.61	0.76
iYDR061W	0.99	0.96
iYDR062W	1	0.89
iYDR063W	1.06	0.9
iYDR064W	0.74	0.74
iYDR065W	1.01	0.93
iYDR066C	0.65	0.72
iYDR067C	1.85	1.51
iYDR068W	0.7	0.77
iYDR069C	0.88	1.06
iYDR070C	0.87	0.8
iYDR071C	1.22	1.04
iYDR072C	1.38	1.21
iYDR073W	1.22	1.2
iYDR074W	1.08	0.73
iYDR075W	0.93	0.84
iYDR076W	1.49	0.74
iYDR077W	0.97	0.87
iYDR078C	0.71	0.77
iYDR079W	0.91	0.84
iYDR080W	0.88	0.7
iYDR081C	1.06	0.94
iYDR082W	0.91	1.25
iYDR083W	0.99	0.97
iYDR084C	0.86	0.95
iYDR085C	1.27	1.27
iYDR086C	1.06	1.25
iYDR087C	1.18	1.25
iYDR088C	1.21	1.28
iYDR089W	1.22	1.11
iYDR090C	0.89	1.02
iYDR091C	1.16	1.19
iYDR092W	0.88	1.08
iYDR095C	1.6	1.46
iYDR096W	0.76	0.86
iYDR097C	1.08	1.01
iYDR098C	0.75	0.95
iYDR099W	1.22	1.09
iYDR100W	0.86	0.92
iYDR101C	1.06	1.28
iYDR102C	0.72	0.88
iYDR104C	0.9	0.72
iYDR105C	0.63	0.61
iYDR106W	1.03	0.83
iYDR107C	0.69	0.82
iYDR108W	1.21	1.22
iYDR109C	0.74	0.88
iYDR110W	1.09	0.89
iYDR112W	0.77	0.69
iYDR113C	1.05	0.88
iYDR115W	0.84	0.79
iYDR116C	0.8	0.72
iYDR117C	1.14	0.91
iYDR118W	0.84	0.84
iYDR119W	1.38	1.06
iYDR120C	0.98	0.77
iYDR121W	0.66	0.64
iYDR122W	1.37	1.14
iYDR123C	1.42	1.4
iYDR124W	1.28	0.94
iYDR125C	1.17	0.86
iYDR126W	1.27	1.03
iYDR127W	0.61	0.78
iYDR128W	0.85	1.16
iYDR129C	0.56	0.76
iYDR130C	0.88	1.17
iYDR131C	0.61	0.79
iYDR132C	1.06	1.42
iYDR134C	0.61	1.03
iYDR135C	0.87	1.2
iYDR137W	0.46	0.73
iYDR138W	0.79	0.89
iYDR139C	0.57	0.66
iYDR140W	0.79	0.94
iYDR141C	0.47	0.53
iYDR142C	0.67	0.73
iYDR143C	0.6	0.55
iYDR144C	0.89	0.87
iYDR145W	0.47	0.46
iYDR146C	1.16	0.99
iYDR147W	0.77	0.72
iYDR148C	0.93	0.89
iYDR150W	0.54	0.67
iYDR151C	1.14	1.01
iYDR152W	0.45	0.59
iYDR153C	1.02	1.04
iYDR155C	1.35	1.16
iYDR158W	0.83	0.79
iYDR159W	0.52	0.48
iYDR160W	0.75	0.78
iYDR161W	0.61	0.58
iYDR162C	0.74	0.63
iYDR163W	0.42	0.52
iYDR164C	1.02	0.92
iYDR165W	0.53	0.66
iYDR166C	0.67	0.77
iYDR167W	0.57	0.65
iYDR168W	0.7	0.74
iYDR169C-0	0.68	0.46
iYDR169C-1	0.67	0.8
iYDR170C	0.55	0.37
iYDR170W-A-0	0.98	0.62
iYDR170W-A-1	1.04	0.91
iYDR171W	0.72	0.55
iYDR172W	0.67	0.85
iYDR173C	0.76	0.64
iYDR174W	0.87	0.98
iYDR175C	0.7	0.54
iYDR176W	0.78	0.79
iYDR177W	0.71	0.7
iYDR178W	0.89	1.04
iYDR179C	1.05	0.97
iYDR179W-A	1.05	1.07
iYDR180W	0.58	0.87
iYDR181C	0.88	1.17
iYDR182W	0.71	0.89
iYDR183W	1.13	1.4
iYDR184C	0.88	1.03
iYDR185C	1.73	1.39
iYDR186C	1.16	1.15
iYDR188W	1.27	1.22
iYDR189W	0.71	0.7
iYDR190C	1.2	1.22
iYDR191W	0.61	0.68
iYDR193W	1.39	1.29
iYDR194C	0.93	1.04
iYDR195W	0.74	0.96
iYDR196C	0.74	0.72
iYDR197W	0.75	0.82
iYDR198C	0.73	0.72
iYDR200C	0.86	0.9
iYDR201W	0.56	0.68
iYDR203W	1.04	0.9
iYDR204W	0.9	0.56
iYDR205W	1.14	0.97
iYDR206W	0.6	0.57
iYDR207C	1.25	1.21
iYDR208W	1.11	0.88
iYDR210W	1.08	1.15
iYDR211W	0.68	0.75
iYDR212W	0.83	0.65
iYDR213W	0.83	0.78
iYDR214W	0.85	0.55
iYDR215C	1.07	0.98
iYDR216W	0.6	0.55
iYDR217C	0.51	0.68
iYDR218C	0.59	0.44
iYDR219C	0.56	0.76
iYDR221W	0.63	0.58
iYDR222W	0.87	0.85
iYDR223W	0.63	0.55
iYDR224C	0.76	0.75
iYDR225W	0.62	0.54
iYDR226W	0.64	0.75
iYDR227W	0.64	0.88
iYDR228C	1.57	1.24
iYDR229W	0.95	1.16
iYDR231C	2.17	2.21
iYDR232W	1.44	1.77
iYDR233C	2.26	2.16
iYDR234W	1.22	1.35
iYDR235W	1.18	1.02
iYDR236C	0.73	0.88
iYDR237W	1.03	0.84
iYDR238C	0.8	0.98
iYDR239C	0.98	0.88
iYDR242W	0.7	0.75
iYDR243C	0.92	0.94
iYDR244W	0.87	1.02
iYDR245W	1.13	1.21
iYDR246W	1.14	1.22
iYDR247W	1.22	1.14
iYDR248C	1.17	1.09
iYDR249C	1.25	1.24
iYDR250C	1.03	1.02
iYDR251W	0.85	0.83
iYDR252W	0.59	0.7
iYDR253C	1.02	0.88
iYDR254W	0.71	0.76
iYDR255C	0.73	0.81
iYDR256C	0.93	0.79
iYDR257C	0.87	1
iYDR258C	0.71	0.81
iYDR259C	0.76	0.79
iYDR260C	0.61	0.69
iYDR261C-0	1.07	0.89
iYDR261C-1	0.86	0.89
iYDR262W	0.85	0.76
iYDR263C	0.64	0.65
iYDR264C	0.86	0.75
iYDR265W	0.7	0.55
iYDR266C	0.64	0.76
iYDR267C	0.91	0.8
iYDR268W	1.12	0.98
iYDR271C	0.55	0.75
iYDR272W	0.79	0.8
iYDR273W	0.68	1.07
iYDR274C	1.16	1.22
iYDR275W	1.16	1.62
iYDR276C	1.46	1.48
iYDR277C	0.94	0.96
iYDR279W	0.98	0.86
iYDR280W	0.95	1
iYDR281C	1.05	1.09
iYDR282C	0.9	0.93
iYDR283C	1.17	1
iYDR284C	1.01	1.26
iYDR285W	1.03	0.91
iYDR286C	0.96	0.83
iYDR287W	0.96	0.97
iYDR288W	0.83	0.79
iYDR291W	0.72	0.75
iYDR292C	0.64	0.75
iYDR293C	0.97	1.11
iYDR294C	0.81	0.83
iYDR295C	1.16	1.15
iYDR296W	1.2	1.43
iYDR297W	1.52	1.32
iYDR298C	0.95	1.06
iYDR299W	1.15	0.97
iYDR300C	0.73	0.83
iYDR301W	0.86	0.77
iYDR302W	0.74	0.97
iYDR303C	0.72	0.68
iYDR304C	1.24	0.79
iYDR305C	1.14	0.88
iYDR306C	0.77	0.83
iYDR307W	0.67	0.83
iYDR308C	1.25	1.04
iYDR309C	1.44	1.63
iYDR310C	0.87	0.97
iYDR311W	0.71	0.94
iYDR312W	0.89	0.99
iYDR313C	0.56	0.79
iYDR314C	0.79	0.79
iYDR315C	0.51	0.83
iYDR316W	0.97	1.03
iYDR317W	0.53	0.84
iYDR319C	0.84	0.8
iYDR320C	0.6	0.8
iYDR321W	0.89	0.85
iYDR322W	0.86	0.88
iYDR323C	0.88	1.12
iYDR324C	0.64	0.78
iYDR325W	0.97	1.09
iYDR326C	0.75	0.87
iYDR328C	1.11	1.2
iYDR329C	0.67	0.9
iYDR330W	1.07	1.12
iYDR331W	0.66	0.91
iYDR332W	1.18	1.15
iYDR333C	0.91	1.11
iYDR334W	0.99	1.1
iYDR335W	0.77	0.69
iYDR336W	0.84	0.98
iYDR337W	0.51	0.66
iYDR338C	0.98	0.89
iYDR339C	0.61	0.75
iYDR341C	0.78	0.71
iYDR342C-0	1.26	1.03
iYDR342C-1	0.96	0.82
iYDR342C-2	1.23	1.03
iYDR343C	0.98	0.9
iYDR344C	1.19	1.03
iYDR345C-0	1.34	0.72
iYDR345C-1	0.67	0.96
iYDR346C	0.75	
iYDR347W	0.68	0.81
iYDR348C	0.64	0.51
iYDR349C	1.12	0.86
iYDR350C	0.65	0.58
iYDR351W	1.02	0.84
iYDR352W	0.86	0.73
iYDR353W	1.19	0.96
iYDR354W		0.67
iYDR356W	0.83	0.73
iYDR357C	0.57	0.54
iYDR358W	0.54	0.6
iYDR360W	0.62	0.54
iYDR361C	0.74	0.75
iYDR362C	0.61	0.5
iYDR363W	1.15	0.8
iYDR363W-A	0.81	0.74
iYDR364C	0.66	0.59
iYDR365C	1	0.88
iYDR367W	0.82	0.98
iYDR368W	0.82	0.97
iYDR369C	0.82	1.01
iYDR370C	0.95	1.27
iYDR371W	0.72	0.91
iYDR372C	1.43	1.18
iYDR373W	0.72	0.93
iYDR374C	0.93	1.09
iYDR375C	0.81	0.9
iYDR376W	1	1.06
iYDR377W	0.78	0.99
iYDR378C	1.18	1.12
iYDR379W	0.85	0.68
iYDR380W	0.85	0.81
iYDR381W	1.29	0.93
iYDR382W	1.01	1.16
iYDR383C	1.22	1.05
iYDR384C	2.83	2.21
iYDR385W	1.03	0.95
iYDR386W	1.45	1.67
iYDR387C	1.07	1
iYDR388W	1.3	1.25
iYDR389W	0.7	0.87
iYDR390C	0.98	1.04
iYDR391C	1.1	0.97
iYDR392W	0.68	0.75
iYDR393W	0.98	0.92
iYDR394W	0.62	0.61
iYDR395W	0.76	0.84
iYDR397C	0.95	0.72
iYDR398W	1.35	1.18
iYDR399W	0.76	0.87
iYDR400W	0.9	0.94
iYDR402C	0.6	0.69
iYDR403W	0.91	0.93
iYDR404C	1.06	0.87
iYDR405W	0.7	0.87
iYDR406W	0.58	0.59
iYDR407C	1.38	1.48
iYDR408C	1.39	1.22
iYDR409W	0.73	0.75
